"location","depth","photo","group","successes","failures","cover"
"se","dp","t3_5","non_reef",4,96,0.04
"se","dp","t3_5","plob",0,100,0
"se","dp","t3_5","turf",13,87,0.13
"se","dp","t3_5","poci",4,96,0.04
"se","dp","t3_5","cca",0,100,0
"se","dp","t3_5","biotic",0,100,0
"se","dp","t3_5","hard_coral_other",0,100,0
"se","dp","t3_6","abiotic",52,48,0.52
"se","dp","t3_6","macro",0,100,0
"se","dp","t3_6","non_reef",1,99,0.01
"se","dp","t3_6","plob",13,87,0.13
"se","dp","t3_6","turf",22,78,0.22
"se","dp","t3_6","poci",6,94,0.06
"se","dp","t3_6","cca",0,100,0
"se","dp","t3_6","biotic",6,94,0.06
"se","dp","t3_6","hard_coral_other",0,100,0
"se","dp","t3_7","abiotic",46,54,0.46
"se","dp","t3_7","macro",0,100,0
"se","dp","t3_7","non_reef",2,98,0.02
"se","dp","t3_7","plob",44,56,0.44
"se","dp","t3_7","turf",4,96,0.04
"se","dp","t3_7","poci",0,100,0
"se","dp","t3_7","cca",1,99,0.01
"se","dp","t3_7","biotic",3,97,0.03
"se","dp","t3_7","hard_coral_other",0,100,0
"se","dp","t3_8","abiotic",52,48,0.52
"se","dp","t3_8","macro",0,100,0
"se","dp","t3_8","non_reef",0,100,0
"se","dp","t3_8","plob",7,93,0.07
"se","dp","t3_8","turf",36,64,0.36
"se","dp","t3_8","poci",5,95,0.05
"se","dp","t3_8","cca",0,100,0
"se","dp","t3_8","biotic",0,100,0
"se","dp","t3_8","hard_coral_other",0,100,0
"se","dp","t3_9","abiotic",60,40,0.6
"se","dp","t3_9","macro",0,100,0
"se","dp","t3_9","non_reef",2,98,0.02
"se","dp","t3_9","plob",1,99,0.01
"se","dp","t3_9","turf",37,63,0.37
"se","dp","t3_9","poci",0,100,0
"se","dp","t3_9","cca",0,100,0
"se","dp","t3_9","biotic",0,100,0
"se","dp","t3_9","hard_coral_other",0,100,0
"se","dp","t4_1","abiotic",1,99,0.01
"se","dp","t4_1","macro",0,100,0
"se","dp","t4_1","non_reef",0,100,0
"se","dp","t4_1","plob",97,3,0.97
"se","dp","t4_1","turf",2,98,0.02
"se","dp","t4_1","poci",0,100,0
"se","dp","t4_1","cca",0,100,0
"se","dp","t4_1","biotic",0,100,0
"se","dp","t4_1","hard_coral_other",0,100,0
"se","dp","t4_10","abiotic",33,67,0.33
"se","dp","t4_10","macro",0,100,0
"se","dp","t4_10","non_reef",1,99,0.01
"se","dp","t4_10","plob",0,100,0
"se","dp","t4_10","turf",20,80,0.2
"se","dp","t4_10","poci",44,56,0.44
"se","dp","t4_10","cca",1,99,0.01
"se","dp","t4_10","biotic",1,99,0.01
"se","dp","t4_10","hard_coral_other",0,100,0
"se","dp","t4_11","abiotic",35,65,0.35
"se","dp","t4_11","macro",0,100,0
"se","dp","t4_11","non_reef",7,93,0.07
"se","dp","t4_11","plob",6,94,0.06
"se","dp","t4_11","turf",18,82,0.18
"se","dp","t4_11","poci",34,66,0.34
"se","dp","t4_11","cca",0,100,0
"se","dp","t4_11","biotic",0,100,0
"se","dp","t4_11","hard_coral_other",0,100,0
"se","dp","t4_12","abiotic",55,45,0.55
"se","dp","t4_12","macro",0,100,0
"se","dp","t4_12","non_reef",9,91,0.09
"se","dp","t4_12","plob",0,100,0
"se","dp","t4_12","turf",6,94,0.06
"se","dp","t4_12","poci",30,70,0.3
"se","dp","t4_12","cca",0,100,0
"se","dp","t4_12","biotic",0,100,0
"se","dp","t4_12","hard_coral_other",0,100,0
"se","dp","t4_13","abiotic",49,51,0.49
"se","dp","t4_13","macro",0,100,0
"se","dp","t4_13","non_reef",4,96,0.04
"se","dp","t4_13","plob",34,66,0.34
"se","dp","t4_13","turf",5,95,0.05
"se","dp","t4_13","poci",8,92,0.08
"se","dp","t4_13","cca",0,100,0
"se","dp","t4_13","biotic",0,100,0
"se","dp","t4_13","hard_coral_other",0,100,0
"se","dp","t4_14","abiotic",46,54,0.46
"se","dp","t4_14","macro",0,100,0
"se","dp","t4_14","non_reef",5,95,0.05
"se","dp","t4_14","plob",26,74,0.26
"se","dp","t4_14","turf",12,88,0.12
"se","dp","t4_14","poci",5,95,0.05
"se","dp","t4_14","cca",0,100,0
"se","dp","t4_14","biotic",6,94,0.06
"se","dp","t4_14","hard_coral_other",0,100,0
"se","dp","t4_15","abiotic",15,85,0.15
"se","dp","t4_15","macro",0,100,0
"se","dp","t4_15","non_reef",7,93,0.07
"se","dp","t4_15","plob",7,93,0.07
"se","dp","t4_15","turf",16,84,0.16
"se","dp","t4_15","poci",41,59,0.41
"se","dp","t4_15","cca",1,99,0.01
"se","dp","t4_15","biotic",13,87,0.13
"se","dp","t4_15","hard_coral_other",0,100,0
"se","dp","t4_2","abiotic",0,100,0
"se","dp","t4_2","macro",0,100,0
"se","dp","t4_2","non_reef",5,95,0.05
"se","dp","t4_2","plob",94,6,0.94
"se","dp","t4_2","turf",1,99,0.01
"se","dp","t4_2","poci",0,100,0
"se","dp","t4_2","cca",0,100,0
"se","dp","t4_2","biotic",0,100,0
"se","dp","t4_2","hard_coral_other",0,100,0
"se","dp","t4_3","abiotic",3,97,0.03
"se","dp","t4_3","macro",0,100,0
"se","dp","t4_3","non_reef",5,95,0.05
"se","dp","t4_3","plob",89,11,0.89
"se","dp","t4_3","turf",3,97,0.03
"se","dp","t4_3","poci",0,100,0
"se","dp","t4_3","cca",0,100,0
"se","dp","t4_3","biotic",0,100,0
"se","dp","t4_3","hard_coral_other",0,100,0
"se","dp","t4_4","abiotic",8,92,0.08
"se","dp","t4_4","macro",0,100,0
"se","dp","t4_4","non_reef",1,99,0.01
"se","dp","t4_4","plob",89,11,0.89
"se","dp","t4_4","turf",2,98,0.02
"se","dp","t4_4","poci",0,100,0
"se","dp","t4_4","cca",0,100,0
"se","dp","t4_4","biotic",0,100,0
"se","dp","t4_4","hard_coral_other",0,100,0
"se","dp","t4_5","abiotic",16,84,0.16
"se","dp","t4_5","macro",0,100,0
"se","dp","t4_5","non_reef",1,99,0.01
"se","dp","t4_5","plob",57,43,0.57
"se","dp","t4_5","turf",16,84,0.16
"se","dp","t4_5","poci",10,90,0.1
"se","dp","t4_5","cca",0,100,0
"se","dp","t4_5","biotic",0,100,0
"se","dp","t4_5","hard_coral_other",0,100,0
"se","dp","t4_6","abiotic",38,62,0.38
"se","dp","t4_6","macro",0,100,0
"se","dp","t4_6","non_reef",10,90,0.1
"se","dp","t4_6","plob",17,83,0.17
"se","dp","t4_6","turf",13,87,0.13
"se","dp","t4_6","poci",21,79,0.21
"se","dp","t4_6","cca",0,100,0
"se","dp","t4_6","biotic",1,99,0.01
"se","dp","t4_6","hard_coral_other",0,100,0
"se","dp","t4_7","abiotic",10,90,0.1
"se","dp","t4_7","macro",0,100,0
"se","dp","t4_7","non_reef",6,94,0.06
"se","dp","t4_7","plob",22,78,0.22
"se","dp","t4_7","turf",42,58,0.42
"se","dp","t4_7","poci",17,83,0.17
"se","dp","t4_7","cca",3,97,0.03
"se","dp","t4_7","biotic",0,100,0
"se","dp","t4_7","hard_coral_other",0,100,0
"se","dp","t4_8","abiotic",20,80,0.2
"se","dp","t4_8","macro",0,100,0
"se","dp","t4_8","non_reef",5,95,0.05
"se","dp","t4_8","plob",7,93,0.07
"se","dp","t4_8","turf",41,59,0.41
"se","dp","t4_8","poci",22,78,0.22
"se","dp","t4_8","cca",5,95,0.05
"se","dp","t4_8","biotic",0,100,0
"se","dp","t4_8","hard_coral_other",0,100,0
"se","dp","t4_9","abiotic",49,51,0.49
"se","dp","t4_9","macro",0,100,0
"se","dp","t4_9","non_reef",0,100,0
"se","dp","t4_9","plob",0,100,0
"se","dp","t4_9","turf",7,93,0.07
"se","dp","t4_9","poci",14,86,0.14
"se","dp","t4_9","cca",3,97,0.03
"se","dp","t4_9","biotic",27,73,0.27
"se","dp","t4_9","hard_coral_other",0,100,0
"se","md","t1_1","abiotic",16,84,0.16
"se","md","t1_1","macro",0,100,0
"se","md","t1_1","non_reef",6,94,0.06
"se","md","t1_1","plob",32,68,0.32
"se","md","t1_1","turf",8,92,0.08
"se","md","t1_1","poci",33,67,0.33
"se","md","t1_1","cca",0,100,0
"se","md","t1_1","biotic",5,95,0.05
"se","md","t1_1","hard_coral_other",0,100,0
"se","md","t1_10","abiotic",11,89,0.11
"se","md","t1_10","macro",0,100,0
"se","md","t1_10","non_reef",10,90,0.1
"se","md","t1_10","plob",14,86,0.14
"se","md","t1_10","turf",43,57,0.43
"se","md","t1_10","poci",21,79,0.21
"se","md","t1_10","cca",0,100,0
"se","md","t1_10","biotic",1,99,0.01
"se","md","t1_10","hard_coral_other",0,100,0
"se","md","t1_11","abiotic",26,74,0.26
"se","md","t1_11","macro",0,100,0
"se","md","t1_11","non_reef",4,96,0.04
"se","md","t1_11","plob",8,92,0.08
"se","md","t1_11","turf",26,74,0.26
"se","md","t1_11","poci",29,71,0.29
"se","md","t1_11","cca",1,99,0.01
"se","md","t1_11","biotic",6,94,0.06
"se","md","t1_11","hard_coral_other",0,100,0
"se","md","t1_12","abiotic",7,93,0.07
"se","md","t1_12","macro",0,100,0
"se","md","t1_12","non_reef",11,89,0.11
"se","md","t1_12","plob",2,98,0.02
"se","md","t1_12","turf",31,69,0.31
"se","md","t1_12","poci",42,58,0.42
"se","md","t1_12","cca",0,100,0
"se","md","t1_12","biotic",7,93,0.07
"se","md","t1_12","hard_coral_other",0,100,0
"se","md","t1_13","abiotic",18,82,0.18
"se","md","t1_13","macro",0,100,0
"se","md","t1_13","non_reef",0,100,0
"se","md","t1_13","plob",24,76,0.24
"se","md","t1_13","turf",11,89,0.11
"se","md","t1_13","poci",35,65,0.35
"se","md","t1_13","cca",6,94,0.06
"se","md","t1_13","biotic",6,94,0.06
"se","md","t1_13","hard_coral_other",0,100,0
"se","md","t1_14","abiotic",14,86,0.14
"se","md","t1_14","macro",0,100,0
"se","md","t1_14","non_reef",2,98,0.02
"se","md","t1_14","plob",19,81,0.19
"se","md","t1_14","turf",36,64,0.36
"se","md","t1_14","poci",26,74,0.26
"se","md","t1_14","cca",0,100,0
"se","md","t1_14","biotic",3,97,0.03
"se","md","t1_14","hard_coral_other",0,100,0
"se","md","t1_15","abiotic",3,97,0.03
"se","md","t1_15","macro",0,100,0
"se","md","t1_15","non_reef",2,98,0.02
"se","md","t1_15","plob",22,78,0.22
"se","md","t1_15","turf",32,68,0.32
"se","md","t1_15","poci",32,68,0.32
"se","md","t1_15","cca",1,99,0.01
"se","md","t1_15","biotic",8,92,0.08
"se","md","t1_15","hard_coral_other",0,100,0
"se","md","t1_2","abiotic",35,65,0.35
"se","md","t1_2","macro",0,100,0
"se","md","t1_2","non_reef",1,99,0.01
"se","md","t1_2","plob",31,69,0.31
"se","md","t1_2","turf",5,95,0.05
"se","md","t1_2","poci",22,78,0.22
"se","md","t1_2","cca",2,98,0.02
"se","md","t1_2","biotic",4,96,0.04
"se","md","t1_2","hard_coral_other",0,100,0
"se","md","t1_3","abiotic",5,95,0.05
"se","md","t1_3","macro",0,100,0
"se","md","t1_3","non_reef",5,95,0.05
"se","md","t1_3","plob",20,80,0.2
"se","md","t1_3","turf",27,73,0.27
"se","md","t1_3","poci",38,62,0.38
"se","md","t1_3","cca",2,98,0.02
"se","md","t1_3","biotic",3,97,0.03
"se","md","t1_3","hard_coral_other",0,100,0
"se","md","t1_4","abiotic",6,94,0.06
"se","md","t1_4","macro",0,100,0
"se","md","t1_4","non_reef",4,96,0.04
"se","md","t1_4","plob",16,84,0.16
"se","md","t1_4","turf",32,68,0.32
"se","md","t1_4","poci",40,60,0.4
"se","md","t1_4","cca",0,100,0
"se","md","t1_4","biotic",2,98,0.02
"se","md","t1_4","hard_coral_other",0,100,0
"se","md","t1_5","abiotic",10,90,0.1
"se","md","t1_5","macro",0,100,0
"se","md","t1_5","non_reef",3,97,0.03
"se","md","t1_5","plob",9,91,0.09
"se","md","t1_5","turf",19,81,0.19
"se","md","t1_5","poci",52,48,0.52
"se","md","t1_5","cca",2,98,0.02
"se","md","t1_5","biotic",5,95,0.05
"se","md","t1_5","hard_coral_other",0,100,0
"se","md","t1_6","abiotic",4,96,0.04
"se","md","t1_6","macro",1,99,0.01
"se","md","t1_6","non_reef",2,98,0.02
"se","md","t1_6","plob",11,89,0.11
"se","md","t1_6","turf",23,77,0.23
"se","md","t1_6","poci",52,48,0.52
"se","md","t1_6","cca",2,98,0.02
"se","md","t1_6","biotic",5,95,0.05
"se","md","t1_6","hard_coral_other",0,100,0
"se","md","t1_7","abiotic",6,94,0.06
"se","md","t1_7","macro",0,100,0
"se","md","t1_7","non_reef",4,96,0.04
"se","md","t1_7","plob",14,86,0.14
"se","md","t1_7","turf",28,72,0.28
"se","md","t1_7","poci",47,53,0.47
"se","md","t1_7","cca",0,100,0
"se","md","t1_7","biotic",1,99,0.01
"se","md","t1_7","hard_coral_other",0,100,0
"se","md","t1_8","abiotic",13,87,0.13
"se","md","t1_8","macro",0,100,0
"se","md","t1_8","non_reef",7,93,0.07
"se","md","t1_8","plob",6,94,0.06
"se","md","t1_8","turf",16,84,0.16
"se","md","t1_8","poci",54,46,0.54
"se","md","t1_8","cca",2,98,0.02
"se","md","t1_8","biotic",2,98,0.02
"se","md","t1_8","hard_coral_other",0,100,0
"se","md","t1_9","abiotic",7,93,0.07
"se","md","t1_9","macro",0,100,0
"se","md","t1_9","non_reef",8,92,0.08
"se","md","t1_9","plob",14,86,0.14
"se","md","t1_9","turf",18,82,0.18
"se","md","t1_9","poci",51,49,0.51
"se","md","t1_9","cca",0,100,0
"se","md","t1_9","biotic",2,98,0.02
"se","md","t1_9","hard_coral_other",0,100,0
"se","md","t2_1","abiotic",0,100,0
"se","md","t2_1","macro",0,100,0
"se","md","t2_1","non_reef",3,97,0.03
"se","md","t2_1","plob",0,100,0
"se","md","t2_1","turf",41,59,0.41
"se","md","t2_1","poci",33,67,0.33
"se","md","t2_1","cca",20,80,0.2
"se","md","t2_1","biotic",3,97,0.03
"se","md","t2_1","hard_coral_other",0,100,0
"se","md","t2_10","abiotic",7,93,0.07
"se","md","t2_10","macro",0,100,0
"se","md","t2_10","non_reef",5,95,0.05
"se","md","t2_10","plob",17,83,0.17
"se","md","t2_10","turf",45,55,0.45
"se","md","t2_10","poci",22,78,0.22
"se","md","t2_10","cca",1,99,0.01
"se","md","t2_10","biotic",3,97,0.03
"se","md","t2_10","hard_coral_other",0,100,0
"se","md","t2_11","abiotic",13,87,0.13
"se","md","t2_11","macro",0,100,0
"se","md","t2_11","non_reef",4,96,0.04
"se","md","t2_11","plob",16,84,0.16
"se","md","t2_11","turf",19,81,0.19
"se","md","t2_11","poci",42,58,0.42
"se","md","t2_11","cca",0,100,0
"se","md","t2_11","biotic",6,94,0.06
"se","md","t2_11","hard_coral_other",0,100,0
"se","md","t2_12","abiotic",9,91,0.09
"se","md","t2_12","macro",0,100,0
"se","md","t2_12","non_reef",5,95,0.05
"se","md","t2_12","plob",5,95,0.05
"se","md","t2_12","turf",32,68,0.32
"se","md","t2_12","poci",45,55,0.45
"se","md","t2_12","cca",0,100,0
"se","md","t2_12","biotic",4,96,0.04
"se","md","t2_12","hard_coral_other",0,100,0
"se","md","t2_13","abiotic",2,98,0.02
"se","md","t2_13","macro",0,100,0
"se","md","t2_13","non_reef",6,94,0.06
"se","md","t2_13","plob",5,95,0.05
"se","md","t2_13","turf",48,52,0.48
"se","md","t2_13","poci",37,63,0.37
"se","md","t2_13","cca",0,100,0
"se","md","t2_13","biotic",2,98,0.02
"se","md","t2_13","hard_coral_other",0,100,0
"se","md","t2_14","abiotic",11,89,0.11
"se","md","t2_14","macro",0,100,0
"se","md","t2_14","non_reef",2,98,0.02
"se","md","t2_14","plob",14,86,0.14
"se","md","t2_14","turf",30,70,0.3
"se","md","t2_14","poci",33,67,0.33
"se","md","t2_14","cca",2,98,0.02
"se","md","t2_14","biotic",8,92,0.08
"se","md","t2_14","hard_coral_other",0,100,0
"se","md","t2_15","abiotic",11,89,0.11
"se","md","t2_15","macro",0,100,0
"se","md","t2_15","non_reef",1,99,0.01
"se","md","t2_15","plob",13,87,0.13
"se","md","t2_15","turf",29,71,0.29
"se","md","t2_15","poci",35,65,0.35
"se","md","t2_15","cca",2,98,0.02
"se","md","t2_15","biotic",9,91,0.09
"se","md","t2_15","hard_coral_other",0,100,0
"se","md","t2_2","abiotic",5,95,0.05
"se","md","t2_2","macro",0,100,0
"se","md","t2_2","non_reef",5,95,0.05
"se","md","t2_2","plob",3,97,0.03
"se","md","t2_2","turf",52,48,0.52
"se","md","t2_2","poci",30,70,0.3
"se","md","t2_2","cca",1,99,0.01
"se","md","t2_2","biotic",4,96,0.04
"se","md","t2_2","hard_coral_other",0,100,0
"se","md","t2_3","abiotic",28,72,0.28
"se","md","t2_3","macro",0,100,0
"se","md","t2_3","non_reef",9,91,0.09
"se","md","t2_3","plob",8,92,0.08
"se","md","t2_3","turf",30,70,0.3
"se","md","t2_3","poci",22,78,0.22
"se","md","t2_3","cca",0,100,0
"se","md","t2_3","biotic",3,97,0.03
"se","md","t2_3","hard_coral_other",0,100,0
"se","md","t2_4","abiotic",17,83,0.17
"se","md","t2_4","macro",0,100,0
"se","md","t2_4","non_reef",7,93,0.07
"se","md","t2_4","plob",3,97,0.03
"se","md","t2_4","turf",16,84,0.16
"se","md","t2_4","poci",33,67,0.33
"se","md","t2_4","cca",21,79,0.21
"se","md","t2_4","biotic",3,97,0.03
"se","md","t2_4","hard_coral_other",0,100,0
"se","md","t2_5","abiotic",15,85,0.15
"se","md","t2_5","macro",0,100,0
"se","md","t2_5","non_reef",6,94,0.06
"se","md","t2_5","plob",4,96,0.04
"se","md","t2_5","turf",27,73,0.27
"se","md","t2_5","poci",22,78,0.22
"se","md","t2_5","cca",17,83,0.17
"se","md","t2_5","biotic",9,91,0.09
"se","md","t2_5","hard_coral_other",0,100,0
"se","md","t2_6","abiotic",20,80,0.2
"se","md","t2_6","macro",0,100,0
"se","md","t2_6","non_reef",2,98,0.02
"se","md","t2_6","plob",3,97,0.03
"se","md","t2_6","turf",12,88,0.12
"se","md","t2_6","poci",28,72,0.28
"se","md","t2_6","cca",28,72,0.28
"se","md","t2_6","biotic",7,93,0.07
"se","md","t2_6","hard_coral_other",0,100,0
"se","md","t2_7","abiotic",12,88,0.12
"se","md","t2_7","macro",0,100,0
"se","md","t2_7","non_reef",1,99,0.01
"se","md","t2_7","plob",0,100,0
"se","md","t2_7","turf",31,69,0.31
"se","md","t2_7","poci",42,58,0.42
"se","md","t2_7","cca",8,92,0.08
"se","md","t2_7","biotic",6,94,0.06
"se","md","t2_7","hard_coral_other",0,100,0
"se","md","t2_8","abiotic",15,85,0.15
"se","md","t2_8","macro",0,100,0
"se","md","t2_8","non_reef",4,96,0.04
"se","md","t2_8","plob",11,89,0.11
"se","md","t2_8","turf",16,84,0.16
"se","md","t2_8","poci",40,60,0.4
"se","md","t2_8","cca",9,91,0.09
"se","md","t2_8","biotic",5,95,0.05
"se","md","t2_8","hard_coral_other",0,100,0
"se","md","t2_9","abiotic",33,67,0.33
"se","md","t2_9","macro",0,100,0
"se","md","t2_9","non_reef",13,87,0.13
"se","md","t2_9","plob",14,86,0.14
"se","md","t2_9","turf",17,83,0.17
"se","md","t2_9","poci",20,80,0.2
"se","md","t2_9","cca",0,100,0
"se","md","t2_9","biotic",3,97,0.03
"se","md","t2_9","hard_coral_other",0,100,0
"se","md","t3_1","abiotic",27,73,0.27
"se","md","t3_1","macro",0,100,0
"se","md","t3_1","non_reef",8,92,0.08
"se","md","t3_1","plob",33,67,0.33
"se","md","t3_1","turf",3,97,0.03
"se","md","t3_1","poci",16,84,0.16
"se","md","t3_1","cca",12,88,0.12
"se","md","t3_1","biotic",1,99,0.01
"se","md","t3_1","hard_coral_other",0,100,0
"se","md","t3_10","abiotic",22,78,0.22
"se","md","t3_10","macro",0,100,0
"se","md","t3_10","non_reef",3,97,0.03
"se","md","t3_10","plob",5,95,0.05
"se","md","t3_10","turf",15,85,0.15
"se","md","t3_10","poci",42,58,0.42
"se","md","t3_10","cca",6,94,0.06
"se","md","t3_10","biotic",7,93,0.07
"se","md","t3_10","hard_coral_other",0,100,0
"se","md","t3_11","abiotic",25,75,0.25
"se","md","t3_11","macro",0,100,0
"se","md","t3_11","non_reef",7,93,0.07
"se","md","t3_11","plob",4,96,0.04
"se","md","t3_11","turf",8,92,0.08
"se","md","t3_11","poci",37,63,0.37
"se","md","t3_11","cca",12,88,0.12
"se","md","t3_11","biotic",7,93,0.07
"se","md","t3_11","hard_coral_other",0,100,0
"se","md","t3_12","abiotic",11,89,0.11
"se","md","t3_12","macro",0,100,0
"se","md","t3_12","non_reef",8,92,0.08
"se","md","t3_12","plob",21,79,0.21
"se","md","t3_12","turf",15,85,0.15
"se","md","t3_12","poci",31,69,0.31
"se","md","t3_12","cca",10,90,0.1
"se","md","t3_12","biotic",4,96,0.04
"se","md","t3_12","hard_coral_other",0,100,0
"se","md","t3_13","abiotic",6,94,0.06
"se","md","t3_13","macro",0,100,0
"se","md","t3_13","non_reef",7,93,0.07
"se","md","t3_13","plob",12,88,0.12
"se","md","t3_13","turf",14,86,0.14
"se","md","t3_13","poci",46,54,0.46
"se","md","t3_13","cca",14,86,0.14
"se","md","t3_13","biotic",1,99,0.01
"se","md","t3_13","hard_coral_other",0,100,0
"se","md","t3_14","abiotic",16,84,0.16
"se","md","t3_14","macro",0,100,0
"se","md","t3_14","non_reef",1,99,0.01
"se","md","t3_14","plob",11,89,0.11
"se","md","t3_14","turf",4,96,0.04
"se","md","t3_14","poci",49,51,0.49
"se","md","t3_14","cca",14,86,0.14
"se","md","t3_14","biotic",5,95,0.05
"se","md","t3_14","hard_coral_other",0,100,0
"se","md","t3_15","abiotic",11,89,0.11
"se","md","t3_15","macro",0,100,0
"se","md","t3_15","non_reef",15,85,0.15
"se","md","t3_15","plob",14,86,0.14
"se","md","t3_15","turf",3,97,0.03
"se","md","t3_15","poci",37,63,0.37
"se","md","t3_15","cca",17,83,0.17
"se","md","t3_15","biotic",3,97,0.03
"se","md","t3_15","hard_coral_other",0,100,0
"se","md","t3_2","abiotic",8,92,0.08
"se","md","t3_2","macro",0,100,0
"se","md","t3_2","non_reef",9,91,0.09
"se","md","t3_2","plob",12,88,0.12
"se","md","t3_2","turf",15,85,0.15
"se","md","t3_2","poci",47,53,0.47
"se","md","t3_2","cca",8,92,0.08
"se","md","t3_2","biotic",1,99,0.01
"se","md","t3_2","hard_coral_other",0,100,0
"se","md","t3_3","abiotic",10,90,0.1
"se","md","t3_3","macro",0,100,0
"se","md","t3_3","non_reef",4,96,0.04
"se","md","t3_3","plob",4,96,0.04
"se","md","t3_3","turf",16,84,0.16
"se","md","t3_3","poci",43,57,0.43
"se","md","t3_3","cca",20,80,0.2
"se","md","t3_3","biotic",3,97,0.03
"se","md","t3_3","hard_coral_other",0,100,0
"se","md","t3_4","abiotic",10,90,0.1
"se","md","t3_4","macro",0,100,0
"se","md","t3_4","non_reef",1,99,0.01
"se","md","t3_4","plob",3,97,0.03
"se","md","t3_4","turf",11,89,0.11
"se","md","t3_4","poci",38,62,0.38
"se","md","t3_4","cca",31,69,0.31
"se","md","t3_4","biotic",6,94,0.06
"se","md","t3_4","hard_coral_other",0,100,0
"se","md","t3_5","abiotic",11,89,0.11
"se","md","t3_5","macro",0,100,0
"se","md","t3_5","non_reef",5,95,0.05
"se","md","t3_5","plob",4,96,0.04
"se","md","t3_5","turf",12,88,0.12
"se","md","t3_5","poci",28,72,0.28
"se","md","t3_5","cca",37,63,0.37
"se","md","t3_5","biotic",3,97,0.03
"se","md","t3_5","hard_coral_other",0,100,0
"se","md","t3_6","abiotic",9,91,0.09
"se","md","t3_6","macro",0,100,0
"se","md","t3_6","non_reef",7,93,0.07
"se","md","t3_6","plob",7,93,0.07
"se","md","t3_6","turf",10,90,0.1
"se","md","t3_6","poci",31,69,0.31
"se","md","t3_6","cca",29,71,0.29
"se","md","t3_6","biotic",7,93,0.07
"se","md","t3_6","hard_coral_other",0,100,0
"se","md","t3_7","abiotic",37,63,0.37
"se","md","t3_7","macro",0,100,0
"se","md","t3_7","non_reef",8,92,0.08
"se","md","t3_7","plob",2,98,0.02
"se","md","t3_7","turf",6,94,0.06
"se","md","t3_7","poci",17,83,0.17
"se","md","t3_7","cca",26,74,0.26
"se","md","t3_7","biotic",4,96,0.04
"se","md","t3_7","hard_coral_other",0,100,0
"se","md","t3_8","abiotic",36,64,0.36
"se","md","t3_8","macro",0,100,0
"se","md","t3_8","non_reef",11,89,0.11
"se","md","t3_8","plob",0,100,0
"se","md","t3_8","turf",8,92,0.08
"se","md","t3_8","poci",16,84,0.16
"se","md","t3_8","cca",20,80,0.2
"se","md","t3_8","biotic",9,91,0.09
"se","md","t3_8","hard_coral_other",0,100,0
"se","md","t3_9","abiotic",14,86,0.14
"se","md","t3_9","macro",0,100,0
"se","md","t3_9","non_reef",9,91,0.09
"se","md","t3_9","plob",15,85,0.15
"se","md","t3_9","turf",8,92,0.08
"se","md","t3_9","poci",37,63,0.37
"se","md","t3_9","cca",11,89,0.11
"se","md","t3_9","biotic",6,94,0.06
"se","md","t3_9","hard_coral_other",0,100,0
"se","md","t4_1","abiotic",11,89,0.11
"se","md","t4_1","macro",0,100,0
"se","md","t4_1","non_reef",8,92,0.08
"se","md","t4_1","plob",19,81,0.19
"se","md","t4_1","turf",7,93,0.07
"se","md","t4_1","poci",43,57,0.43
"se","md","t4_1","cca",8,92,0.08
"se","md","t4_1","biotic",4,96,0.04
"se","md","t4_1","hard_coral_other",0,100,0
"se","md","t4_10","abiotic",43,57,0.43
"se","md","t4_10","macro",0,100,0
"se","md","t4_10","non_reef",2,98,0.02
"se","md","t4_10","plob",19,81,0.19
"se","md","t4_10","turf",14,86,0.14
"se","md","t4_10","poci",16,84,0.16
"se","md","t4_10","cca",4,96,0.04
"se","md","t4_10","biotic",2,98,0.02
"se","md","t4_10","hard_coral_other",0,100,0
"se","md","t4_11","abiotic",6,94,0.06
"se","md","t4_11","macro",0,100,0
"se","md","t4_11","non_reef",4,96,0.04
"se","md","t4_11","plob",27,73,0.27
"se","md","t4_11","turf",25,75,0.25
"se","md","t4_11","poci",23,77,0.23
"se","md","t4_11","cca",12,88,0.12
"se","md","t4_11","biotic",3,97,0.03
"se","md","t4_11","hard_coral_other",0,100,0
"se","md","t4_12","abiotic",6,94,0.06
"se","md","t4_12","macro",0,100,0
"se","md","t4_12","non_reef",9,91,0.09
"se","md","t4_12","plob",6,94,0.06
"se","md","t4_12","turf",15,85,0.15
"se","md","t4_12","poci",43,57,0.43
"se","md","t4_12","cca",16,84,0.16
"se","md","t4_12","biotic",5,95,0.05
"se","md","t4_12","hard_coral_other",0,100,0
"se","md","t4_13","abiotic",35,65,0.35
"se","md","t4_13","macro",0,100,0
"se","md","t4_13","non_reef",8,92,0.08
"se","md","t4_13","plob",7,93,0.07
"se","md","t4_13","turf",11,89,0.11
"se","md","t4_13","poci",27,73,0.27
"se","md","t4_13","cca",1,99,0.01
"se","md","t4_13","biotic",11,89,0.11
"se","md","t4_13","hard_coral_other",0,100,0
"se","md","t4_14","abiotic",40,60,0.4
"se","md","t4_14","macro",0,100,0
"se","md","t4_14","non_reef",0,100,0
"se","md","t4_14","plob",1,99,0.01
"se","md","t4_14","turf",11,89,0.11
"se","md","t4_14","poci",24,76,0.24
"se","md","t4_14","cca",17,83,0.17
"se","md","t4_14","biotic",7,93,0.07
"se","md","t4_14","hard_coral_other",0,100,0
"se","md","t4_15","abiotic",23,77,0.23
"se","md","t4_15","macro",0,100,0
"se","md","t4_15","non_reef",2,98,0.02
"se","md","t4_15","plob",11,89,0.11
"se","md","t4_15","turf",10,90,0.1
